minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,0.0,103.65517241379311,0.0,2.6322241681260947,0.0
10,0.0,134.86567164179104,0.0,3.5064027939464495,0.0
