minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,174.85714285714286,113.1,2.193548387096774,2.789149198520345,0.0
10,356.88,211.47368421052633,4.190699859088774,3.8278818672594475,0.0
15,462.51063829787233,270.2637362637363,4.99150401836969,4.679223744292237,0.0
20,560.3823529411765,286.16129032258067,6.087220447284345,5.245232815964523,0.0
