minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,104.18181818181819,46.8,1.9895833333333333,2.7529411764705882,0.0
10,222.9090909090909,48.4,2.8779342723004695,3.0,0.0
