minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,199.5,119.28,3.7464788732394365,3.0,0.0
10,312.75,194.5,4.98406374501992,3.487051792828685,0.0
15,417.1764705882353,209.64705882352942,5.180423666910153,3.6523877843820456,0.0
