minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,201.42857142857142,76.71428571428571,2.465034965034965,3.122093023255814,0.0
10,344.5945945945946,163.05882352941177,3.0206112295664536,2.602002503128911,0.0
