minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,261.0,115.4,2.25,2.508695652173913,0.0
10,375.2307692307692,185.74736842105264,3.670428893905192,3.333837143396939,0.0
15,426.0,196.73684210526315,3.967403958090803,3.57190635451505,0.0
20,426.0,192.87179487179486,3.967403958090803,3.5700047460844804,0.0
