minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,166.0,66.5,2.125177809388336,4.360655737704918,0.0
10,314.125,151.26315789473685,2.7574981711777613,2.8052708638360175,0.0
15,459.2268907563025,274.5542168674699,3.832526825163055,2.8499249624812406,0.0
