minutes,avg_duration_internal,avg_duration_through,avg_time_per_unit_internal,avg_time_per_unit_through,avg_daily_difference
5,165.0,76.23529411764706,2.028688524590164,5.042801556420233,0.0
10,308.16,183.16363636363636,3.0896330459193906,3.6250449802087084,0.0
15,441.09090909090907,226.5681818181818,3.936536554583972,3.97488038277512,0.0
20,556.5906040268457,235.9816513761468,4.364842105263158,4.4937106918239,0.0
